Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM C.N.O.;Código CUOC;Nombre CUOC;Código DEN CUOC;Nombre DENOM CUOC
0123;Gerentes de Otros Servicios a las Empresas;D-0123.001;Director departamento de servicios publicitarios;12.220.003;Director de departamento de servicios publicitarios;12220;Directores y gerentes de publicidad y relaciones públicas
0123;Gerentes de Otros Servicios a las Empresas;D-0123.007;Gerente firma de auditoría;12.111.016;Gerente de firma de auditoría financiera;12111;Directores y gerentes financieros
0123;Gerentes de Otros Servicios a las Empresas;D-0123.008;Gerente firma de contadores;12.111.017;Gerente de firma de contadores;12111;Directores y gerentes financieros
0123;Gerentes de Otros Servicios a las Empresas;D-0123.012;Gerente servicios de investigación de mercados;12.111.020;Gerente servicios de investigación de mercados financieros;12111;Directores y gerentes financieros
0123;Gerentes de Otros Servicios a las Empresas;D-0123.016;Gerente cam de negocio;13.499.008;Gerente administrativo certificado (CAM) de negocio;13499;Directores y gerentes de servicios profesionales no clasificados en otras ocupaciones
0131;Gerentes de Empresas de Telecomunicaciones;D-0131.001;Gerente empresas de telecomunicaciones;13.301.002;Gerente de empresa servicios telecomunicaciones;13301;Directores y gerentes de telecomunicaciones
0131;Gerentes de Empresas de Telecomunicaciones;D-0131.003;Gerente operaciones telecomunicaciones;13.301.003;Gerente de operaciones de telecomunicaciones;13301;Directores y gerentes de telecomunicaciones
0131;Gerentes de Empresas de Telecomunicaciones;D-0131.004;Gerente servicios de operación y transmisión telecomunicaciones;13.301.004;Gerente de servicios de operación y transmisión de telecomunicaciones;13301;Directores y gerentes de telecomunicaciones
0131;Gerentes de Empresas de Telecomunicaciones;D-0131.005;Gerente servicios de telecomunicaciones;13.301.005;Gerente de servicios de telecomunicaciones;13301;Directores y gerentes de telecomunicaciones
0132;Gerentes de Servicios de Correo y Mensajería;D-0132.005;Gerente planta servicios postal y de mensajería;13.242.006;Gerente de planta de servicio postal y de mensajería;13242;Directores y gerentes de servicios de correo y mensajería
0132;Gerentes de Servicios de Correo y Mensajería;D-0132.010;Gerente servicios de mensajería;13.242.009;Gerente de servicios de mensajería;13242;Directores y gerentes de servicios de correo y mensajería
0132;Gerentes de Servicios de Correo y Mensajería;D-0132.012;Jefe oficina servicios postales;13.242.016;Jefe de oficina de servicios postales;13242;Directores y gerentes de servicios de correo y mensajería
0211;Gerentes de Ingeniería;D-0211.003;Director departamento ingeniería;12.230.003;Director de departamento de ingeniería;12230;Directores y gerentes de ingeniería, investigación y desarrollo
0211;Gerentes de Ingeniería;D-0211.009;Gerente departamento ingeniería de producción;12.230.016;Gerente de departamento de ingeniería y producción;12230;Directores y gerentes de ingeniería, investigación y desarrollo
0211;Gerentes de Ingeniería;D-0211.014;Gerente ingeniería proyectos;12.230.020;Gerente de ingeniería y proyectos;12230;Directores y gerentes de ingeniería, investigación y desarrollo
0211;Gerentes de Ingeniería;D-0211.016;Gerente investigación ingeniería;12.230.021;Gerente de investigación de ingeniería;12230;Directores y gerentes de ingeniería, investigación y desarrollo
0211;Gerentes de Ingeniería;D-0211.017;Gerente investigación ingeniería y desarrollo;12.230.022;Gerente de investigación en ingeniería y desarrollo;12230;Directores y gerentes de ingeniería, investigación y desarrollo
0211;Gerentes de Ingeniería;D-0211.022;Jefe de laboratorio en planta;Sin clasificación en CUOC 2023;;;
0211;Gerentes de Ingeniería;D-0211.023;Jefe de aseguramiento de la calidad;Sin clasificación en CUOC 2023;;;
0212;Gerentes de Investigación y Desarrollo en Ciencias Naturales y Aplicadas;D-0212.002;Director departamento de investigación;12.230.004;Director de departamento de investigación;12230;Directores y gerentes de ingeniería, investigación y desarrollo
0212;Gerentes de Investigación y Desarrollo en Ciencias Naturales y Aplicadas;D-0212.003;Director departamento de investigación y desarrollo;12.230.005;Director de departamento de investigación y desarrollo;12230;Directores y gerentes de ingeniería, investigación y desarrollo
0212;Gerentes de Investigación y Desarrollo en Ciencias Naturales y Aplicadas;D-0212.005;Director investigación fabricación;12.230.010;Director de investigación y fabricación;12230;Directores y gerentes de ingeniería, investigación y desarrollo
0212;Gerentes de Investigación y Desarrollo en Ciencias Naturales y Aplicadas;D-0212.007;Gerente departamento investigación;12.230.017;Gerente de departamento de investigación;12230;Directores y gerentes de ingeniería, investigación y desarrollo
0212;Gerentes de Investigación y Desarrollo en Ciencias Naturales y Aplicadas;D-0212.008;Gerente empresa servicios estadísticos;13.499.010;Gerente de empresa de servicios estadísticos;13499;Directores y gerentes de servicios profesionales no clasificados en otras ocupaciones
0212;Gerentes de Investigación y Desarrollo en Ciencias Naturales y Aplicadas;D-0212.018;Director área científica biotecnología;Sin clasificación en CUOC 2023;;;
0212;Gerentes de Investigación y Desarrollo en Ciencias Naturales y Aplicadas;D-0212.020;Jefe departamento investigación;12.230.035;Jefe de departamento de investigación;12230;Directores y gerentes de ingeniería, investigación y desarrollo
0213;Gerentes de Sistemas de Información y Procesamiento de Datos;D-0213.001;Director departamento de informática;13.302.001;Director de departamento de informática;13302;Directores y gerentes de sistemas de información y procesamiento de datos
0213;Gerentes de Sistemas de Información y Procesamiento de Datos;D-0213.002;Director departamento de sistemas informáticos;13.302.002;Director de departamento de sistemas informáticos;13302;Directores y gerentes de sistemas de información y procesamiento de datos
0213;Gerentes de Sistemas de Información y Procesamiento de Datos;D-0213.004;Gerente departamento de informática;13.302.011;Gerente de departamento de informática;13302;Directores y gerentes de sistemas de información y procesamiento de datos
0213;Gerentes de Sistemas de Información y Procesamiento de Datos;D-0213.009;Jefe departamento de sistemas;13.302.027;Jefe de departamento de sistemas;13302;Directores y gerentes de sistemas de información y procesamiento de datos
0311;Gerentes de Servicios a la Salud;D-0311.001;Administrador hospital;13.420.003;Administrador de hospital;13420;Directores y gerentes de servicios de salud
0311;Gerentes de Servicios a la Salud;D-0311.003;Director centro de salud;13.420.006;Director de centro de salud;13420;Directores y gerentes de servicios de salud
0311;Gerentes de Servicios a la Salud;D-0311.014;Jefe departamento dietética y nutrición;13.420.032;Jefe de departamento de dietética y nutrición;13420;Directores y gerentes de servicios de salud
0311;Gerentes de Servicios a la Salud;D-0311.015;Jefe departamento fisioterapia;13.420.033;Jefe de departamento de fisioterapia;13420;Directores y gerentes de servicios de salud
0311;Gerentes de Servicios a la Salud;D-0311.016;Jefe departamento médico;13.420.034;Jefe de departamento medico;13420;Directores y gerentes de servicios de salud
0411;Gerentes de Programas de Política Social y de Salud;D-0411.002;Gerente desarrollo y políticas de vivienda;13.440.012;Gerente de desarrollo, políticas sociales y de vivienda;13440;Directores y gerentes de servicios de bienestar social, comunitario y correccional
0411;Gerentes de Programas de Política Social y de Salud;D-0411.003;Gerente programas de política social y de salud;13.420.024;Gerente programas de política de salud;13420;Directores y gerentes de servicios de salud
0412;Gerentes de Programas de Política de Desarrollo Económico;D-0412.005;Director programas de desarrollo económico servicios gubernamentales;11.120.018;Director de programas de desarrollo económico de servicios gubernamentales;11120;Directores del gobierno
0413;Gerentes de Programas de Política Educativa;D-0413.001;Director desarrollo curricular;13.451.001;Director de desarrollo curricular;13451;Directores y gerentes de programas de política educativa
0414;Otros Gerentes de Administración Pública;D-0414.001;Director organización electoral;11.140.005;Director de organización electoral;11140;Dirigentes de organizaciones con un interés específico (partidos políticos, sindicatos y organizaciones sociales)
0414;Otros Gerentes de Administración Pública;D-0414.003;Director relaciones intergubernamentales;11.120.020;Director de relaciones intergubernamentales;11120;Directores del gobierno
0421;Directores y administradores de instituciones de educación y formación;D-0421.001;Administrador educación superior y formación para el trabajo;Sin clasificación en CUOC 2023;;;
0421;Directores y administradores de instituciones de educación y formación;D-0421.002;Coordinador de formación para el trabajo;Sin clasificación en CUOC 2023;;;
0421;Directores y administradores de instituciones de educación y formación;D-0421.003;Decano;Sin clasificación en CUOC 2023;;;
0421;Directores y administradores de instituciones de educación y formación;D-0421.004;Director académico;Sin clasificación en CUOC 2023;;;
0421;Directores y administradores de instituciones de educación y formación;D-0421.005;Director académico institución de educación superior;Sin clasificación en CUOC 2023;;;
0421;Directores y administradores de instituciones de educación y formación;D-0421.006;Director académico universidad;Sin clasificación en CUOC 2023;;;
0421;Directores y administradores de instituciones de educación y formación;D-0421.007;Director carrera universidad;Sin clasificación en CUOC 2023;;;
0421;Directores y administradores de instituciones de educación y formación;D-0421.008;Director de centro de formación profesional;Sin clasificación en CUOC 2023;;;
0421;Directores y administradores de instituciones de educación y formación;D-0421.010;Jefe admisiones y registro académico;Sin clasificación en CUOC 2023;;;
