Código CNO;Nombre CNO;Código DEN C.N.O.;Nombre DENOM CON;NombreDENOMCON1;Código CUOC;NombreCUOC;NombreCUOC1;Código DEN CUOC;Nombre DENOM CUOC;;;;;;;;
0016;Directores y Gerentes Generales de Producción de Bienes, Servicios Públicos, Transporte y Construcción;D-0016.025;Vicepresidente de operaciones empresa de energía eléctrica;Vicepresidente de operaciones empresa de energia electrica;13.210.065;Vicepresidente de operaciones de empresa de energía eléctrica;Vicepresidente de operaciones de empresa de energia electrica;13210;Directores y gerentes de industrias manufactureras;;;;;;;;
0016;Directores y Gerentes Generales de Producción de Bienes, Servicios Públicos, Transporte y Construcción;D-0016.027;Vicepresidente de producción compañía petrolera;Vicepresidente de produccion compañia petrolera;13.220.026;Vicepresidente de producción de compañía petrolera;Vicepresidente de produccion de compañia petrolera;13220;Directores y gerentes de producción primaria (excepto agricultura);;;;;;;;
0016;Directores y Gerentes Generales de Producción de Bienes, Servicios Públicos, Transporte y Construcción;D-0016.028;Vicepresidente de producción empresa manufacturera;Vicepresidente de produccion empresa manufacturera;13.210.066;Vicepresidente de producción de empresa manufacturera;Vicepresidente de produccion de empresa manufacturera;13210;Directores y gerentes de industrias manufactureras;;;;;;;;
0016;Directores y Gerentes Generales de Producción de Bienes, Servicios Públicos, Transporte y Construcción;D-0016.032;Vicepresidente empresa manufacturera;Vicepresidente empresa manufacturera;11.200.094;Vicepresidente de empresa manufacturera;Vicepresidente de empresa manufacturera;11200;Directores y gerentes generales;;;;;;;;
0016;Directores y Gerentes Generales de Producción de Bienes, Servicios Públicos, Transporte y Construcción;D-0016.033;Vicepresidente empresa transporte;Vicepresidente empresa transporte;11.200.093;Vicepresidente de empresa de transporte;Vicepresidente de empresa de transporte;11200;Directores y gerentes generales;;;;;;;;
0017;Directores y gerentes generales de servicios y procesos de negocio.;D-0017.001;Gerente general de servicios de procesos de negocio;Gerente general de servicios de procesos de negocio;13.492.005;Gerente de procesos de negocio;Gerente de procesos de negocio;13492;Directores y gerentes de servicios y procesos de negocio;;;;;;;;
0017;Directores y gerentes generales de servicios y procesos de negocio.;D-0017.002;Director general de servicios de procesos de negocio;Director general de servicios de procesos de negocio;13.492.002;Director de servicios de procesos de negocio;Director de servicios de procesos de negocio;13492;Directores y gerentes de servicios y procesos de negocio;;;;;;;;
0017;Directores y gerentes generales de servicios y procesos de negocio.;D-0017.004;Director de operaciones;Director de operaciones;13.492.001;Director de operaciones de procesos;Director de operaciones de procesos;13492;Directores y gerentes de servicios y procesos de negocio;;;;;;;;
0017;Directores y gerentes generales de servicios y procesos de negocio.;D-0017.005;Gerente de cuenta;Gerente de cuenta;Sin clasificación en CUOC 2023;;;;;;;;;;;;
0017;Directores y gerentes generales de servicios y procesos de negocio.;D-0017.006;Director y gerente general de servicios y procesos de negocio;Director y gerente general de servicios y procesos de negocio;13.492.003;Director y gerente de servicios y procesos de negocio;Director y gerente de servicios y procesos de negocio;13492;Directores y gerentes de servicios y procesos de negocio;;;;;;;;
0111;Gerentes Financieros;D-0111.003;Director departamento financiero;Director departamento financiero;12.111.003;Director de departamento de financiero;Director de departamento de financiero;12111;Directores y gerentes financieros;;;;;;;;
0111;Gerentes Financieros;D-0111.005;Director fondos y pagos;Director fondos y pagos;12.111.006;Director de fondos y pagos;Director de fondos y pagos;12111;Directores y gerentes financieros;;;;;;;;
0111;Gerentes Financieros;D-0111.006;Director planeación financiera;Director planeacion financiera;12.111.007;Director de planeación financiera;Director de planeacion financiera;12111;Directores y gerentes financieros;;;;;;;;
0111;Gerentes Financieros;D-0111.008;Director presupuesto y contabilidad;Director presupuesto y contabilidad;12.111.008;Director de presupuesto y contabilidad;Director de presupuesto y contabilidad;12111;Directores y gerentes financieros;;;;;;;;
0111;Gerentes Financieros;D-0111.009;Gerente control financiero;Gerente control financiero;12.111.014;Gerente de control financiero;Gerente de control financiero;12111;Directores y gerentes financieros;;;;;;;;
0111;Gerentes Financieros;D-0111.013;Jefe control financiero;Jefe control financiero;12.111.024;Jefe de control financiero;Jefe de control financiero;12111;Directores y gerentes financieros;;;;;;;;
0111;Gerentes Financieros;D-0111.019;Jefe tesorería;Jefe tesoreria;12.111.036;Jefe de tesorería;Jefe de tesoreria;12111;Directores y gerentes financieros;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.001;Director departamento de selección personal;Director departamento de seleccion personal;12.120.005;Director de departamento de selección personal;Director de departamento de seleccion personal;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.002;Director departamento desarrollo de personal;Director departamento desarrollo de personal;12.120.002;Director de departamento de desarrollo de personal;Director de departamento de desarrollo de personal;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.003;Director departamento gestión humana;Director departamento gestion humana;12.120.003;Director de departamento de gestión humana;Director de departamento de gestion humana;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.005;Director personal;Director personal;12.120.006;Director de personal;Director de personal;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.006;Director recursos humanos;Director recursos humanos;12.120.007;Director de recursos humanos;Director de recursos humanos;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.007;Director relaciones industriales;Director relaciones industriales;12.120.008;Director de relaciones industriales;Director de relaciones industriales;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.008;Director relaciones laborales;Director relaciones laborales;12.120.009;Director de relaciones laborales;Director de relaciones laborales;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.009;Gerente gestión humana;Gerente gestion humana;12.120.013;Gerente de gestión humana;Gerente de gestion humana;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.010;Gerente recursos humanos;Gerente recursos humanos;12.120.014;Gerente de recursos humanos;Gerente de recursos humanos;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.011;Gerente relaciones industriales;Gerente relaciones industriales;12.120.015;Gerente de relaciones industriales;Gerente de relaciones industriales;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.040;Jefe departamento recursos humanos;Jefe departamento recursos humanos;12.120.027;Jefe de departamento de recursos humanos;Jefe de departamento de recursos humanos;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0112;Gerentes de Talento Humano;D-0112.048;Jefe de bienestar;Jefe de bienestar;12.120.020;Jefe de bienestar recursos humanos;Jefe de bienestar recursos humanos;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
0113;Gerentes de Compras y Adquisiciones;D-0113.002;Director departamento de abastecimiento;Director departamento de abastecimiento;13.241.003;Director de departamento de abastecimiento;Director de departamento de abastecimiento;13241;Directores y gerentes de compras y adquisiciones;;;;;;;;
0113;Gerentes de Compras y Adquisiciones;D-0113.003;Gerente abastecimiento;Gerente abastecimiento;13.241.005;Gerente de abastecimiento;Gerente de abastecimiento;13241;Directores y gerentes de compras y adquisiciones;;;;;;;;
0113;Gerentes de Compras y Adquisiciones;D-0113.004;Gerente compras y adquisiciones;Gerente compras y adquisiciones;13.241.008;Gerente de compras y adquisiciones;Gerente de compras y adquisiciones;13241;Directores y gerentes de compras y adquisiciones;;;;;;;;
0113;Gerentes de Compras y Adquisiciones;D-0113.005;Gerente compras y materiales;Gerente compras y materiales;13.241.009;Gerente de compras y materiales;Gerente de compras y materiales;13241;Directores y gerentes de compras y adquisiciones;;;;;;;;
0113;Gerentes de Compras y Adquisiciones;D-0113.009;Jefe departamento compras y suministros;Jefe departamento compras y suministros;13.241.013;Jefe de departamento de compras y suministros;Jefe de departamento de compras y suministros;13241;Directores y gerentes de compras y adquisiciones;;;;;;;;
0113;Gerentes de Compras y Adquisiciones;D-0113.014;Jefe de compras de materia prima;Jefe de compras de materia prima;Sin clasificación en CUOC 2023;;;;;;;;;;;;
0114;Gerentes de Otros Servicios Administrativos;D-0114.005;Director servicios administrativos;Director servicios administrativos;12.199.006;Director de servicios administrativos;Director de servicios administrativos;12199;Directores y gerentes de administración y servicios no clasificados en otras ocupaciones;;;;;;;;
0114;Gerentes de Otros Servicios Administrativos;D-0114.011;Jefe admisiones y registro de personal;Jefe admisiones y registro de personal;12.120.019;Jefe de admisiones y registro de personal;Jefe de admisiones y registro de personal;12120;Directores y gerentes de gestión de talento humano;;;;;;;;
